second,Volt1,Volt2,Volt3,Volt4
-2.25000E-03,-72.50000E-03,-1.25000E-03,-3.12500E-03,+9.32500E-03
-2.24000E-03,-72.50000E-03,-1.25000E-03,-3.12500E-03,-3.17500E-03
-2.23000E-03,-72.50000E-03,+5.00000E-03,+12.50000E-03,-3.17500E-03
-2.22000E-03,-69.37500E-03,-1.25000E-03,-6.25000E-03,-50.00E-06
-2.21000E-03,-66.25000E-03,-1.25000E-03,-6.25000E-03,-3.17500E-03
-2.20000E-03,-66.25000E-03,-7.50000E-03,-6.25000E-03,-6.30000E-03
-2.19000E-03,-63.12500E-03,-4.37500E-03,-3.12500E-03,-12.55000E-03
-2.18000E-03,-60.00000E-03,-10.62500E-03,+18.75000E-03,-9.42500E-03
-2.17000E-03,-63.12500E-03,-4.37500E-03,-9.37500E-03,-50.00E-06
-2.16000E-03,-56.87500E-03,-7.50000E-03,-6.25000E-03,-3.17500E-03
-2.15000E-03,-53.75000E-03,-10.62500E-03,-0.0E+00,+3.07500E-03
-2.14000E-03,-56.87500E-03,-10.62500E-03,-3.12500E-03,-3.17500E-03
-2.13000E-03,-53.75000E-03,-16.87500E-03,-0.0E+00,+6.20000E-03
-2.12000E-03,-47.50000E-03,-7.50000E-03,-9.37500E-03,-3.17500E-03
-2.11000E-03,-47.50000E-03,-10.62500E-03,-12.50000E-03,+3.07500E-03
-2.10000E-03,-47.50000E-03,-10.62500E-03,-0.0E+00,-12.55000E-03
-2.09000E-03,-41.25000E-03,-16.87500E-03,-6.25000E-03,+6.20000E-03
-2.08000E-03,-44.37500E-03,-54.37500E-03,-53.12500E-03,-50.00E-06
-2.07000E-03,-38.12500E-03,-16.87500E-03,-15.62500E-03,-50.00E-06
-2.06000E-03,-38.12500E-03,-16.87500E-03,-18.75000E-03,-3.17500E-03
-2.05000E-03,-35.00000E-03,-20.00000E-03,-3.12500E-03,-50.00E-06
-2.04000E-03,-35.00000E-03,-20.00000E-03,-3.12500E-03,-50.00E-06
-2.03000E-03,-28.75000E-03,+14.37500E-03,+6.25000E-03,-9.42500E-03
-2.02000E-03,-28.75000E-03,-23.12500E-03,-21.87500E-03,-50.00E-06
-2.01000E-03,-25.62500E-03,-23.12500E-03,-25.00000E-03,-6.30000E-03
-2.00000E-03,-22.50000E-03,-26.25000E-03,-3.12500E-03,-3.17500E-03
-1.99000E-03,-19.37500E-03,-29.37500E-03,-3.12500E-03,+3.07500E-03
-1.98000E-03,-19.37500E-03,-7.50000E-03,-9.37500E-03,-50.00E-06
-1.97000E-03,-16.25000E-03,-29.37500E-03,-28.12500E-03,-3.17500E-03
-1.96000E-03,-10.00000E-03,-32.50000E-03,-31.25000E-03,-3.17500E-03
-1.95000E-03,-6.87500E-03,-35.62500E-03,-0.0E+00,-3.17500E-03
-1.94000E-03,-625.00E-06,-35.62500E-03,-6.25000E-03,-6.30000E-03
-1.93000E-03,-3.75000E-03,-51.25000E-03,-46.87500E-03,+3.07500E-03
-1.92000E-03,+2.50000E-03,-41.87500E-03,-37.50000E-03,-50.00E-06
